,0,1,2,3,4,5,6,7,8,9,10,11,12,discount%
1439,intro,counter-price,counter-price,counter-price,insist,,,,,,,,,21.0
1440,intro,counter-price,,,,,,,,,,,,8.0
1441,intro,init-price,inquiry,inform,,,,,,,,,,9.0
1442,intro,counter-price,,,,,,,,,,,,5.0
1443,intro,init-price,,,,,,,,,,,,23.0
1444,intro,counter-price,,,,,,,,,,,,10.0
1445,intro,init-price,inform,inform,inform,counter-price,agree,,,,,,,40.0
1446,intro,inform,inform,counter-price,,,,,,,,,,
1447,intro,disagree,counter-price,counter-price,counter-price,,,,,,,,,
1448,intro,inform,disagree,counter-price,,,,,,,,,,7.0
1449,intro,inquiry,counter-price,,,,,,,,,,,24.0
1450,intro,counter-price,counter-price,agree,,,,,,,,,,22.0
1451,intro,init-price,counter-price,,,,,,,,,,,0.0
1452,intro,inquiry,counter-price,,,,,,,,,,,30.0
1453,intro,,,,,,,,,,,,,
1454,intro,init-price,counter-price,counter-price,,,,,,,,,,10.0
1455,init-price,counter-price,counter-price,agree,,,,,,,,,,16.0
1456,intro,counter-price,,,,,,,,,,,,18.0
1457,intro,intro,inform,inquiry,counter-price,insist,,,,,,,,7.0
1458,intro,init-price,counter-price,,,,,,,,,,,
1459,intro,,,,,,,,,,,,,17.0
1460,intro,disagree,counter-price,counter-price,,,,,,,,,,5.0
1461,intro,init-price,counter-price,,,,,,,,,,,8.0
1462,intro,disagree,counter-price,counter-price,disagree,,,,,,,,,
1463,intro,init-price,,,,,,,,,,,,
1464,intro,inform,inform,counter-price,,,,,,,,,,40.0
1465,intro,counter-price,counter-price,,,,,,,,,,,0.0
1466,intro,counter-price,counter-price,agree,,,,,,,,,,
1467,intro,init-price,,,,,,,,,,,,38.0
1468,intro,inquiry,init-price,counter-price,,,,,,,,,,
1469,intro,init-price,inform,counter-price,,,,,,,,,,8.0
1470,intro,init-price,inquiry,inform,inquiry,agree,agree,counter-price,counter-price,,,,,
1471,intro,init-price,counter-price,counter-price,,,,,,,,,,23.0
1472,intro,inquiry,inform,counter-price,,,,,,,,,,
1473,intro,inform,counter-price,,,,,,,,,,,0.0
1474,init-price,inform,inform,,,,,,,,,,,
1475,intro,init-price,,,,,,,,,,,,
1476,intro,disagree,counter-price,,,,,,,,,,,
1477,intro,inquiry,inform,counter-price,counter-price,inquiry,,,,,,,,6.0
1478,intro,init-price,inform,inform,counter-price,insist,,,,,,,,
1479,intro,inquiry,disagree,init-price,inquiry,counter-price,counter-price,counter-price,agree,,,,,30.0
1480,intro,inquiry,inform,counter-price,,,,,,,,,,
1481,intro,counter-price,,,,,,,,,,,,
1482,intro,init-price,,,,,,,,,,,,
1483,intro,init-price,counter-price,insist,counter-price,disagree,,,,,,,,7.0
1484,intro,counter-price,counter-price,agree,,,,,,,,,,15.0
1485,intro,inquiry,counter-price,,,,,,,,,,,16.0
1486,intro,inform,inquiry,counter-price,,,,,,,,,,0.0
1487,intro,inform,init-price,counter-price,,,,,,,,,,
1488,intro,inquiry,inform,inquiry,init-price,,,,,,,,,18.0
1489,intro,counter-price,,,,,,,,,,,,3.0
1490,intro,inquiry,counter-price,counter-price,disagree,,,,,,,,,10.0
1491,intro,inquiry,inform,inform,counter-price,,,,,,,,,1.0
1492,intro,inquiry,counter-price,inquiry,,,,,,,,,,26.0
1493,intro,inform,inform,inform,counter-price,,,,,,,,,
1494,intro,init-price,,,,,,,,,,,,10.0
1495,intro,init-price,inform,counter-price,counter-price,counter-price,,,,,,,,18.0
1496,intro,init-price,,,,,,,,,,,,0.0
1497,intro,inquiry,counter-price,,,,,,,,,,,19.0
1498,intro,init-price,counter-price,agree,,,,,,,,,,8.0
1499,intro,counter-price,counter-price,,,,,,,,,,,1.0
1500,intro,init-price,,,,,,,,,,,,14.0
1501,intro,counter-price,disagree,,,,,,,,,,,20.0
1502,intro,inform,counter-price,,,,,,,,,,,
1503,intro,init-price,disagree,inquiry,counter-price,,,,,,,,,6.0
1504,intro,inquiry,counter-price,counter-price,counter-price,,,,,,,,,20.0
1505,intro,disagree,inform,counter-price,counter-price,,,,,,,,,16.0
1506,intro,disagree,inform,init-price,counter-price,,,,,,,,,0.0
1507,intro,init-price,counter-price,,,,,,,,,,,0.0
1508,intro,init-price,disagree,counter-price,counter-price,,,,,,,,,
1509,init-price,inform,inform,counter-price,counter-price,,,,,,,,,25.0
1510,intro,init-price,agree,,,,,,,,,,,17.0
1511,intro,init-price,disagree,counter-price,agree,,,,,,,,,0.0
1512,intro,inquiry,init-price,counter-price,counter-price,,,,,,,,,40.0
1513,intro,inform,init-price,counter-price,counter-price,,,,,,,,,12.0
1514,intro,inform,disagree,counter-price,,,,,,,,,,12.0
1515,intro,init-price,,,,,,,,,,,,21.0
1516,intro,disagree,counter-price,,,,,,,,,,,11.0
1517,intro,inform,inform,counter-price,,,,,,,,,,
1518,intro,disagree,init-price,counter-price,,,,,,,,,,12.0
1519,intro,counter-price,,,,,,,,,,,,10.0
1520,intro,counter-price,,,,,,,,,,,,5.0
1521,intro,counter-price,counter-price,agree,,,,,,,,,,
1522,intro,init-price,disagree,counter-price,insist,agree,,,,,,,,17.0
1523,intro,inform,counter-price,,,,,,,,,,,
1524,intro,inquiry,init-price,,,,,,,,,,,16.0
1525,intro,,,,,,,,,,,,,16.0
1526,intro,inform,counter-price,counter-price,,,,,,,,,,
1527,intro,init-price,counter-price,,,,,,,,,,,4.0
1528,intro,init-price,agree,,,,,,,,,,,20.0
1529,intro,counter-price,inform,,,,,,,,,,,
1530,intro,init-price,inquiry,counter-price,agree,,,,,,,,,
1531,intro,inform,counter-price,counter-price,,,,,,,,,,4.0
1532,intro,disagree,counter-price,,,,,,,,,,,
1533,init-price,disagree,counter-price,counter-price,insist,counter-price,,,,,,,,
1534,intro,counter-price,,,,,,,,,,,,
1535,intro,disagree,disagree,counter-price,counter-price,counter-price,agree,,,,,,,17.0
1536,intro,disagree,counter-price,,,,,,,,,,,19.0
1537,init-price,counter-price,,,,,,,,,,,,4.0
1538,intro,disagree,init-price,counter-price,counter-price,agree,,,,,,,,10.0
1539,intro,inform,inform,init-price,inquiry,agree,,,,,,,,
1540,intro,counter-price,,,,,,,,,,,,20.0
1541,intro,init-price,,,,,,,,,,,,
1542,intro,init-price,counter-price,insist,,,,,,,,,,12.0
1543,intro,init-price,counter-price,insist,counter-price,,,,,,,,,2.0
1544,intro,init-price,counter-price,,,,,,,,,,,
1545,intro,counter-price,inform,,,,,,,,,,,5.0
1546,intro,counter-price,,,,,,,,,,,,11.0
1547,intro,inquiry,counter-price,disagree,,,,,,,,,,
1548,init-price,inform,inform,counter-price,agree,,,,,,,,,14.0
1549,intro,counter-price,,,,,,,,,,,,0.0
1550,intro,counter-price,,,,,,,,,,,,8.0
1551,intro,init-price,counter-price,counter-price,,,,,,,,,,37.0
1552,intro,counter-price,agree,,,,,,,,,,,25.0
1553,intro,init-price,,,,,,,,,,,,8.0
1554,intro,init-price,counter-price,counter-price,,,,,,,,,,
1555,intro,init-price,counter-price,counter-price,,,,,,,,,,
1556,intro,inform,disagree,counter-price,agree,agree,,,,,,,,35.0
1557,intro,init-price,disagree,counter-price,,,,,,,,,,3.0
1558,intro,init-price,counter-price,,,,,,,,,,,
1559,intro,init-price,counter-price,disagree,insist,,,,,,,,,5.0
1560,intro,disagree,,,,,,,,,,,,40.0
1561,intro,init-price,disagree,counter-price,,,,,,,,,,
1562,intro,disagree,counter-price,,,,,,,,,,,
1563,intro,init-price,counter-price,insist,agree,,,,,,,,,25.0
1564,intro,inform,counter-price,,,,,,,,,,,
1565,intro,init-price,counter-price,counter-price,counter-price,agree,,,,,,,,
1566,intro,inform,inform,counter-price,agree,,,,,,,,,0.0
1567,intro,counter-price,counter-price,,,,,,,,,,,20.0
1568,intro,disagree,counter-price,,,,,,,,,,,
1569,intro,init-price,counter-price,inform,counter-price,,,,,,,,,23.0
1570,intro,init-price,disagree,,,,,,,,,,,9.0
1571,intro,inform,inform,inform,counter-price,,,,,,,,,
1572,intro,inquiry,init-price,counter-price,counter-price,,,,,,,,,
1573,intro,init-price,disagree,,,,,,,,,,,
1574,intro,init-price,,,,,,,,,,,,
1575,intro,inquiry,init-price,disagree,,,,,,,,,,9.0
1576,intro,init-price,counter-price,counter-price,,,,,,,,,,
1577,intro,init-price,disagree,inquiry,counter-price,agree,,,,,,,,
1578,intro,counter-price,agree,,,,,,,,,,,18.0
1579,intro,counter-price,counter-price,agree,counter-price,,,,,,,,,
1580,intro,init-price,inform,counter-price,,,,,,,,,,
1581,intro,inquiry,disagree,,,,,,,,,,,
1582,intro,init-price,counter-price,counter-price,,,,,,,,,,
1583,intro,init-price,agree,,,,,,,,,,,0.0
1584,intro,init-price,insist,,,,,,,,,,,
1585,intro,inquiry,counter-price,counter-price,,,,,,,,,,
1586,intro,init-price,agree,,,,,,,,,,,
1587,intro,counter-price,disagree,,,,,,,,,,,
1588,intro,inform,inquiry,counter-price,,,,,,,,,,
1589,intro,disagree,,,,,,,,,,,,50.0
1590,intro,inquiry,init-price,inform,disagree,counter-price,,,,,,,,13.0
1591,intro,disagree,counter-price,,,,,,,,,,,
1592,intro,counter-price,counter-price,,,,,,,,,,,
1593,intro,inquiry,counter-price,,,,,,,,,,,15.0
1594,intro,counter-price,,,,,,,,,,,,
1595,intro,inquiry,counter-price,disagree,counter-price,,,,,,,,,
1596,intro,inform,agree,,,,,,,,,,,
1597,intro,disagree,counter-price,insist,,,,,,,,,,
1598,init-price,inquiry,counter-price,,,,,,,,,,,
1599,intro,init-price,,,,,,,,,,,,12.0
1600,intro,counter-price,counter-price,counter-price,counter-price,,,,,,,,,
1601,intro,init-price,disagree,inform,,,,,,,,,,
1602,intro,inform,inform,counter-price,counter-price,,,,,,,,,16.0
1603,intro,inquiry,counter-price,,,,,,,,,,,50.0
1604,intro,init-price,disagree,counter-price,,,,,,,,,,15.0
1605,intro,init-price,counter-price,counter-price,,,,,,,,,,13.0
1606,intro,init-price,inquiry,,,,,,,,,,,47.0
1607,intro,inquiry,counter-price,agree,,,,,,,,,,16.0
1608,intro,init-price,,,,,,,,,,,,
1609,intro,inquiry,counter-price,agree,,,,,,,,,,
1610,intro,disagree,init-price,counter-price,agree,,,,,,,,,28.0
1611,intro,init-price,,,,,,,,,,,,
1612,intro,counter-price,,,,,,,,,,,,
1613,intro,init-price,agree,,,,,,,,,,,5.0
1614,intro,inform,disagree,counter-price,agree,,,,,,,,,
1615,intro,inform,init-price,counter-price,,,,,,,,,,
1616,intro,init-price,counter-price,,,,,,,,,,,9.0
1617,intro,inform,disagree,,,,,,,,,,,
1618,intro,disagree,counter-price,counter-price,,,,,,,,,,0.0
1619,intro,counter-price,disagree,counter-price,,,,,,,,,,
1620,intro,init-price,insist,,,,,,,,,,,6.0
1621,intro,inform,init-price,,,,,,,,,,,6.0
1622,intro,init-price,disagree,,,,,,,,,,,
1623,intro,counter-price,,,,,,,,,,,,10.0
1624,intro,init-price,counter-price,counter-price,,,,,,,,,,
1625,intro,counter-price,,,,,,,,,,,,
1626,init-price,counter-price,,,,,,,,,,,,10.0
1627,intro,init-price,,,,,,,,,,,,28.0
1628,intro,counter-price,,,,,,,,,,,,
1629,intro,counter-price,,,,,,,,,,,,4.0
1630,intro,disagree,inform,inform,counter-price,,,,,,,,,16.0
1631,intro,inquiry,init-price,counter-price,,,,,,,,,,0.0
1632,intro,counter-price,,,,,,,,,,,,
1633,intro,counter-price,counter-price,,,,,,,,,,,0.0
1634,intro,disagree,disagree,init-price,,,,,,,,,,
1635,intro,init-price,counter-price,,,,,,,,,,,5.0
1636,intro,init-price,inquiry,,,,,,,,,,,
1637,intro,init-price,counter-price,,,,,,,,,,,3.0
1638,intro,init-price,inform,,,,,,,,,,,
1639,intro,inform,inform,counter-price,,,,,,,,,,
1640,intro,disagree,counter-price,,,,,,,,,,,10.0
1641,intro,init-price,counter-price,insist,inform,,,,,,,,,7.0
1642,intro,counter-price,counter-price,counter-price,,,,,,,,,,22.0
1643,intro,init-price,inform,counter-price,,,,,,,,,,0.0
1644,intro,init-price,inform,counter-price,,,,,,,,,,11.0
1645,intro,init-price,disagree,,,,,,,,,,,20.0
1646,intro,init-price,counter-price,,,,,,,,,,,20.0
1647,intro,inform,inform,disagree,inform,counter-price,counter-price,,,,,,,
1648,intro,init-price,disagree,,,,,,,,,,,
1649,intro,init-price,inform,counter-price,,,,,,,,,,
1650,intro,init-price,counter-price,,,,,,,,,,,33.0
1651,intro,init-price,inform,,,,,,,,,,,
1652,intro,inform,disagree,counter-price,,,,,,,,,,
1653,intro,counter-price,,,,,,,,,,,,28.0
1654,intro,inform,inform,counter-price,,,,,,,,,,13.0
1655,intro,init-price,inform,,,,,,,,,,,21.0
1656,intro,init-price,,,,,,,,,,,,22.0
1657,intro,init-price,counter-price,counter-price,inquiry,inform,,,,,,,,
1658,intro,counter-price,counter-price,,,,,,,,,,,
1659,intro,disagree,disagree,,,,,,,,,,,25.0
1660,intro,inform,init-price,counter-price,,,,,,,,,,
1661,intro,intro,counter-price,counter-price,,,,,,,,,,
1662,intro,inquiry,counter-price,counter-price,agree,disagree,,,,,,,,13.0
1663,intro,counter-price,agree,agree,,,,,,,,,,
1664,intro,init-price,counter-price,inquiry,agree,,,,,,,,,
1665,intro,disagree,disagree,counter-price,,,,,,,,,,
1666,intro,init-price,agree,inform,counter-price,disagree,,,,,,,,
1667,intro,init-price,,,,,,,,,,,,30.0
1668,intro,inform,inform,inform,agree,,,,,,,,,10.0
1669,intro,init-price,disagree,disagree,,,,,,,,,,28.0
1670,counter-price,,,,,,,,,,,,,18.0
1671,intro,disagree,disagree,counter-price,counter-price,,,,,,,,,13.0
1672,intro,counter-price,,,,,,,,,,,,21.0
1673,intro,inform,counter-price,,,,,,,,,,,0.0
1674,intro,counter-price,counter-price,agree,,,,,,,,,,
1675,intro,inquiry,counter-price,,,,,,,,,,,16.0
1676,intro,init-price,,,,,,,,,,,,
1677,intro,counter-price,,,,,,,,,,,,7.0
1678,intro,disagree,counter-price,,,,,,,,,,,11.0
1679,intro,disagree,inform,counter-price,,,,,,,,,,
1680,intro,inquiry,inform,agree,,,,,,,,,,
1681,intro,counter-price,agree,disagree,,,,,,,,,,
1682,intro,inquiry,disagree,counter-price,,,,,,,,,,
1683,intro,init-price,counter-price,,,,,,,,,,,
1684,intro,disagree,inform,inquiry,counter-price,agree,,,,,,,,8.0
1685,intro,inform,disagree,disagree,disagree,counter-price,counter-price,counter-price,,,,,,45.0
1686,intro,init-price,inform,,,,,,,,,,,
1687,intro,counter-price,agree,agree,,,,,,,,,,
1688,intro,inform,disagree,inform,init-price,agree,,,,,,,,
1689,intro,disagree,,,,,,,,,,,,
1690,intro,disagree,init-price,,,,,,,,,,,
1691,intro,init-price,inform,disagree,,,,,,,,,,
1692,intro,counter-price,counter-price,,,,,,,,,,,13.0
1693,intro,counter-price,counter-price,insist,,,,,,,,,,8.0
1694,intro,init-price,inquiry,agree,,,,,,,,,,15.0
1695,intro,inquiry,counter-price,counter-price,,,,,,,,,,
1696,intro,init-price,,,,,,,,,,,,14.0
1697,intro,counter-price,counter-price,counter-price,insist,,,,,,,,,
1698,intro,init-price,agree,counter-price,,,,,,,,,,
1699,intro,inquiry,counter-price,,,,,,,,,,,
1700,intro,inquiry,counter-price,agree,,,,,,,,,,
1701,intro,init-price,counter-price,,,,,,,,,,,
1702,intro,disagree,agree,counter-price,,,,,,,,,,
1703,intro,init-price,,,,,,,,,,,,
1704,intro,disagree,counter-price,,,,,,,,,,,0.0
1705,intro,init-price,counter-price,,,,,,,,,,,11.0
1706,intro,init-price,inquiry,counter-price,,,,,,,,,,4.0
1707,intro,disagree,inform,counter-price,,,,,,,,,,20.0
1708,intro,agree,,,,,,,,,,,,
1709,intro,init-price,inform,counter-price,agree,,,,,,,,,
1710,intro,init-price,counter-price,,,,,,,,,,,38.0
1711,intro,disagree,disagree,counter-price,,,,,,,,,,13.0
1712,intro,counter-price,agree,,,,,,,,,,,
1713,intro,inquiry,counter-price,counter-price,agree,,,,,,,,,28.0
1714,intro,init-price,counter-price,disagree,,,,,,,,,,22.0
1715,intro,disagree,counter-price,counter-price,,,,,,,,,,17.0
1716,intro,init-price,,,,,,,,,,,,
1717,intro,init-price,,,,,,,,,,,,9.0
1718,init-price,,,,,,,,,,,,,
1719,init-price,disagree,inform,counter-price,,,,,,,,,,16.0
1720,intro,counter-price,counter-price,,,,,,,,,,,
1721,intro,inform,inform,disagree,inquiry,inquiry,agree,,,,,,,
1722,intro,init-price,disagree,counter-price,,,,,,,,,,8.0
1723,intro,inform,disagree,disagree,init-price,agree,agree,,,,,,,3.0
1724,intro,disagree,init-price,agree,,,,,,,,,,
1725,intro,init-price,,,,,,,,,,,,
1726,intro,init-price,,,,,,,,,,,,16.0
1727,init-price,inform,disagree,disagree,counter-price,agree,,,,,,,,
1728,intro,inquiry,counter-price,counter-price,,,,,,,,,,7.0
1729,intro,inquiry,disagree,init-price,inform,,,,,,,,,
1730,intro,disagree,,,,,,,,,,,,22.0
1731,intro,init-price,disagree,inform,counter-price,,,,,,,,,14.0
1732,intro,,,,,,,,,,,,,
1733,intro,inquiry,agree,,,,,,,,,,,
1734,intro,disagree,init-price,,,,,,,,,,,8.0
1735,intro,inform,init-price,inquiry,counter-price,,,,,,,,,22.0
1736,intro,inform,counter-price,disagree,agree,,,,,,,,,
1737,intro,disagree,counter-price,,,,,,,,,,,26.0
1738,intro,init-price,disagree,inform,inquiry,counter-price,,,,,,,,25.0
1739,intro,init-price,counter-price,,,,,,,,,,,
1740,intro,counter-price,,,,,,,,,,,,27.0
1741,intro,inquiry,inquiry,inquiry,init-price,counter-price,,,,,,,,22.0
1742,intro,inform,disagree,disagree,disagree,counter-price,inquiry,inquiry,,,,,,25.0
1743,intro,init-price,inform,inquiry,counter-price,,,,,,,,,8.0
1744,intro,disagree,inform,counter-price,,,,,,,,,,0.0
1745,intro,inquiry,inform,counter-price,,,,,,,,,,20.0
1746,intro,inquiry,counter-price,,,,,,,,,,,11.0
1747,intro,disagree,inquiry,disagree,init-price,,,,,,,,,23.0
1748,intro,agree,agree,,,,,,,,,,,14.0
1749,intro,counter-price,counter-price,,,,,,,,,,,
1750,intro,init-price,inform,inform,counter-price,,,,,,,,,5.0
1751,intro,init-price,inform,counter-price,,,,,,,,,,6.0
1752,intro,inform,disagree,,,,,,,,,,,
1753,intro,inform,counter-price,,,,,,,,,,,
1754,intro,counter-price,,,,,,,,,,,,3.0
1755,intro,disagree,counter-price,counter-price,,,,,,,,,,
1756,intro,inform,disagree,counter-price,,,,,,,,,,
1757,intro,inquiry,inquiry,init-price,counter-price,agree,,,,,,,,25.0
1758,intro,init-price,agree,,,,,,,,,,,20.0
1759,intro,inquiry,disagree,counter-price,,,,,,,,,,0.0
1760,intro,init-price,disagree,inform,counter-price,,,,,,,,,12.0
1761,intro,inform,counter-price,inquiry,inform,,,,,,,,,5.0
1762,intro,counter-price,,,,,,,,,,,,20.0
1763,intro,disagree,init-price,,,,,,,,,,,
1764,intro,init-price,counter-price,,,,,,,,,,,
1765,intro,inquiry,counter-price,counter-price,inform,,,,,,,,,
1766,init-price,counter-price,counter-price,,,,,,,,,,,12.0
1767,intro,counter-price,,,,,,,,,,,,
1768,intro,inquiry,inform,counter-price,agree,,,,,,,,,
1769,intro,init-price,counter-price,,,,,,,,,,,19.0
1770,intro,disagree,counter-price,agree,,,,,,,,,,27.0
1771,intro,inquiry,disagree,counter-price,,,,,,,,,,14.0
1772,intro,init-price,disagree,counter-price,counter-price,,,,,,,,,
1773,intro,counter-price,,,,,,,,,,,,
1774,intro,inform,inform,counter-price,,,,,,,,,,
1775,intro,inform,init-price,,,,,,,,,,,
1776,intro,inquiry,counter-price,,,,,,,,,,,10.0
1777,intro,inquiry,counter-price,,,,,,,,,,,
1778,intro,init-price,inquiry,counter-price,,,,,,,,,,
1779,intro,disagree,inform,agree,,,,,,,,,,
1780,intro,inform,,,,,,,,,,,,
1781,intro,init-price,,,,,,,,,,,,0.0
1782,intro,inquiry,counter-price,,,,,,,,,,,35.0
1783,intro,init-price,,,,,,,,,,,,0.0
1784,intro,disagree,counter-price,counter-price,,,,,,,,,,
1785,intro,inform,disagree,counter-price,,,,,,,,,,41.0
1786,intro,init-price,inform,counter-price,agree,,,,,,,,,
1787,intro,init-price,,,,,,,,,,,,
1788,intro,init-price,counter-price,,,,,,,,,,,1.0
1789,intro,inform,counter-price,,,,,,,,,,,28.0
1790,intro,init-price,counter-price,counter-price,disagree,agree,,,,,,,,
1791,intro,inquiry,inform,inform,,,,,,,,,,
1792,intro,inform,counter-price,,,,,,,,,,,
1793,intro,init-price,,,,,,,,,,,,9.0
1794,intro,agree,,,,,,,,,,,,11.0
1795,intro,disagree,counter-price,,,,,,,,,,,0.0
1796,intro,inform,counter-price,counter-price,,,,,,,,,,
1797,intro,inquiry,inform,init-price,counter-price,counter-price,,,,,,,,
1798,intro,disagree,init-price,,,,,,,,,,,33.0
1799,intro,init-price,,,,,,,,,,,,5.0
1800,intro,counter-price,,,,,,,,,,,,22.0
1801,intro,counter-price,,,,,,,,,,,,5.0
1802,intro,init-price,counter-price,counter-price,agree,,,,,,,,,10.0
1803,intro,disagree,counter-price,,,,,,,,,,,
1804,intro,counter-price,,,,,,,,,,,,
1805,intro,counter-price,counter-price,counter-price,,,,,,,,,,
1806,intro,init-price,,,,,,,,,,,,5.0
1807,intro,init-price,,,,,,,,,,,,0.0
1808,intro,inquiry,init-price,counter-price,inquiry,,,,,,,,,
1809,intro,counter-price,agree,,,,,,,,,,,18.0
1810,intro,init-price,inform,counter-price,,,,,,,,,,
1811,intro,init-price,counter-price,,,,,,,,,,,6.0
1812,intro,init-price,disagree,inquiry,counter-price,insist,,,,,,,,
1813,intro,disagree,counter-price,agree,,,,,,,,,,
1814,init-price,counter-price,counter-price,,,,,,,,,,,23.0
1815,intro,inform,disagree,disagree,init-price,,,,,,,,,
1816,intro,init-price,inform,counter-price,counter-price,counter-price,counter-price,counter-price,,,,,,17.0
1817,intro,disagree,inform,counter-price,,,,,,,,,,
1818,intro,intro,init-price,counter-price,counter-price,counter-price,,,,,,,,
1819,intro,counter-price,agree,,,,,,,,,,,
1820,intro,init-price,counter-price,insist,agree,,,,,,,,,32.0
1821,intro,counter-price,counter-price,,,,,,,,,,,
1822,intro,counter-price,agree,,,,,,,,,,,
1823,intro,inquiry,inform,counter-price,,,,,,,,,,
1824,intro,inquiry,counter-price,agree,,,,,,,,,,
1825,intro,disagree,counter-price,,,,,,,,,,,5.0
1826,intro,,,,,,,,,,,,,
1827,intro,init-price,disagree,inform,counter-price,counter-price,disagree,counter-price,,,,,,16.0
1828,intro,init-price,counter-price,,,,,,,,,,,
1829,intro,disagree,counter-price,,,,,,,,,,,9.0
1830,intro,init-price,inform,counter-price,insist,inform,,,,,,,,
1831,intro,counter-price,inquiry,counter-price,counter-price,,,,,,,,,
1832,intro,inquiry,inform,inform,init-price,counter-price,agree,counter-price,counter-price,counter-price,,,,21.0
1833,counter-price,insist,inform,agree,,,,,,,,,,26.0
1834,intro,disagree,counter-price,,,,,,,,,,,33.0
1835,intro,disagree,inform,counter-price,,,,,,,,,,
1836,intro,inquiry,inquiry,counter-price,counter-price,disagree,,,,,,,,5.0
1837,intro,init-price,counter-price,,,,,,,,,,,
1838,intro,disagree,inform,init-price,counter-price,,,,,,,,,
1839,intro,init-price,inform,inform,counter-price,insist,agree,,,,,,,
1840,intro,inform,counter-price,agree,,,,,,,,,,
1841,intro,counter-price,counter-price,,,,,,,,,,,23.0
1842,intro,inform,inform,counter-price,disagree,,,,,,,,,
1843,init-price,counter-price,,,,,,,,,,,,
1844,intro,init-price,agree,,,,,,,,,,,
1845,intro,disagree,inform,counter-price,counter-price,counter-price,agree,,,,,,,40.0
1846,intro,inquiry,counter-price,counter-price,agree,,,,,,,,,40.0
1847,intro,disagree,counter-price,,,,,,,,,,,
1848,intro,inform,disagree,counter-price,,,,,,,,,,
1849,intro,counter-price,,,,,,,,,,,,
1850,intro,disagree,init-price,counter-price,insist,,,,,,,,,
1851,intro,counter-price,agree,agree,,,,,,,,,,
1852,intro,init-price,inquiry,,,,,,,,,,,5.0
1853,intro,counter-price,counter-price,,,,,,,,,,,
1854,intro,disagree,,,,,,,,,,,,
1855,intro,init-price,counter-price,,,,,,,,,,,18.0
1856,intro,counter-price,,,,,,,,,,,,
1857,intro,counter-price,counter-price,,,,,,,,,,,0.0
1858,intro,counter-price,,,,,,,,,,,,25.0
1859,intro,init-price,counter-price,inquiry,,,,,,,,,,
1860,intro,agree,,,,,,,,,,,,
1861,intro,disagree,counter-price,,,,,,,,,,,8.0
1862,intro,inquiry,init-price,counter-price,,,,,,,,,,
1863,intro,agree,counter-price,,,,,,,,,,,
1864,intro,counter-price,,,,,,,,,,,,
1865,intro,inform,counter-price,counter-price,,,,,,,,,,16.0
1866,intro,counter-price,insist,,,,,,,,,,,
1867,intro,inquiry,init-price,counter-price,,,,,,,,,,8.0
1868,intro,init-price,inform,inform,counter-price,,,,,,,,,20.0
1869,intro,disagree,,,,,,,,,,,,
1870,intro,init-price,disagree,,,,,,,,,,,15.0
1871,intro,init-price,counter-price,disagree,,,,,,,,,,26.0
1872,intro,init-price,,,,,,,,,,,,30.0
1873,intro,init-price,counter-price,agree,,,,,,,,,,0.0
1874,intro,init-price,,,,,,,,,,,,10.0
1875,intro,disagree,counter-price,,,,,,,,,,,30.0
1876,intro,init-price,counter-price,inform,,,,,,,,,,10.0
1877,intro,init-price,counter-price,,,,,,,,,,,25.0
1878,intro,disagree,inform,inform,counter-price,counter-price,counter-price,,,,,,,12.0
1879,intro,inform,counter-price,counter-price,,,,,,,,,,9.0
1880,intro,counter-price,agree,,,,,,,,,,,8.0
1881,intro,init-price,counter-price,counter-price,,,,,,,,,,10.0
1882,intro,inform,disagree,counter-price,,,,,,,,,,0.0
1883,intro,inquiry,counter-price,,,,,,,,,,,1.0
1884,intro,inform,inquiry,counter-price,agree,,,,,,,,,22.0
1885,intro,inform,inform,counter-price,,,,,,,,,,
1886,intro,counter-price,counter-price,,,,,,,,,,,0.0
1887,intro,agree,,,,,,,,,,,,
1888,intro,init-price,inquiry,counter-price,,,,,,,,,,23.0
1889,intro,inform,,,,,,,,,,,,
1890,intro,counter-price,,,,,,,,,,,,0.0
1891,intro,init-price,counter-price,disagree,agree,,,,,,,,,
1892,intro,disagree,init-price,,,,,,,,,,,14.0
1893,intro,init-price,counter-price,counter-price,,,,,,,,,,
1894,intro,inquiry,init-price,counter-price,counter-price,,,,,,,,,9.0
1895,intro,init-price,agree,counter-price,,,,,,,,,,
1896,intro,inform,inform,counter-price,counter-price,,,,,,,,,
1897,intro,init-price,counter-price,,,,,,,,,,,
1898,intro,disagree,counter-price,inform,agree,,,,,,,,,
1899,intro,disagree,agree,,,,,,,,,,,
1900,intro,counter-price,,,,,,,,,,,,27.0
1901,intro,inform,,,,,,,,,,,,
1902,init-price,inform,disagree,inform,,,,,,,,,,25.0
1903,intro,counter-price,,,,,,,,,,,,10.0
1904,intro,inform,counter-price,counter-price,,,,,,,,,,12.0
1905,intro,inquiry,counter-price,,,,,,,,,,,0.0
1906,intro,counter-price,agree,,,,,,,,,,,
1907,intro,counter-price,,,,,,,,,,,,
1908,intro,counter-price,counter-price,inquiry,,,,,,,,,,33.0
1909,intro,disagree,counter-price,counter-price,counter-price,,,,,,,,,20.0
1910,intro,init-price,inform,agree,,,,,,,,,,6.0
1911,intro,disagree,init-price,,,,,,,,,,,
1912,intro,init-price,agree,,,,,,,,,,,0.0
1913,intro,inquiry,counter-price,inform,,,,,,,,,,14.0
1914,intro,counter-price,,,,,,,,,,,,
